population,algorithm,allowed_miss,injected_miss,totAccuracy,minHom,majHom,hetAcc
rice,SVD,0.7,0.05,0.953696529627313,0.714453377940859,0.982200502908722,NA
rice,SVD,0.7,0.1,0.953214280979464,0.711246456160647,0.982068364236026,NA
rice,SVD,0.7,0.2,0.95270615104264,0.710065145756255,0.981594077579756,NA
rice_chrom,beagle unphased,0.1,0.01,0.994002716780943,0.964163850325726,0.99710869497233,NA
rice_chrom,beagle unphased,0.1,0.05,0.995362785415424,0.972515256033313,0.997698441612066,NA
rice_chrom,beagle unphased,0.1,0.1,0.995207957422724,0.972328332247257,0.997574827435696,NA
rice_chrom,beagle unphased,0.1,0.2,0.994484996133768,0.968245333836649,0.997166369018452,NA
rice_chrom,beagle unphased,0.2,0.01,0.996727843330244,0.979784361124261,0.998403209385401,NA
rice_chrom,beagle unphased,0.2,0.05,0.996587269538875,0.979686408830415,0.998255555430803,NA
rice_chrom,beagle unphased,0.2,0.1,0.996512703181151,0.979344886421371,0.998216445741516,NA
rice_chrom,beagle unphased,0.2,0.2,0.995778071589589,0.974877508607889,0.997833322934129,NA
rice_chrom,beagle unphased,0.4,0.01,0.997192689858029,0.984252709223379,0.998566208571953,NA
rice_chrom,beagle unphased,0.4,0.05,0.997020089040401,0.982857442750441,0.998503861645992,NA
rice_chrom,beagle unphased,0.4,0.1,0.996758922903072,0.981736675035141,0.998334350257448,NA
rice_chrom,beagle unphased,0.4,0.2,0.995963999870525,0.976843541973114,0.998004993113008,NA
rice_chrom,beagle unphased,0.7,0.01,0.996147838838725,0.977653494289953,0.998321077748082,NA
rice_chrom,beagle unphased,0.7,0.05,0.995835160913407,0.975721635047901,0.998189849826314,NA
rice_chrom,beagle unphased,0.7,0.1,0.995217162450674,0.971800451060748,0.997984223748471,NA
rice_chrom,beagle unphased,0.7,0.2,0.993357656696036,0.958930792045945,0.997458008395087,NA
rice_chrom,beagle unphased (shuffle),0.1,0.01,0.969026173168392,0.806348685595035,0.986258358098322,NA
rice_chrom,beagle unphased (shuffle),0.1,0.05,0.968862997119315,0.801200229862414,0.986433848866193,NA
rice_chrom,beagle unphased (shuffle),0.1,0.1,0.967722582112405,0.796187840620928,0.985642620729177,NA
rice_chrom,beagle unphased (shuffle),0.1,0.2,0.964233319728168,0.773695269088334,0.984266996936464,NA
rice_chrom,beagle unphased (shuffle),0.2,0.01,0.968993032506961,0.793485869689036,0.986541512625501,NA
rice_chrom,beagle unphased (shuffle),0.2,0.05,0.96785800252708,0.788927919760869,0.985916171300112,NA
rice_chrom,beagle unphased (shuffle),0.2,0.1,0.966750076625593,0.779763651189994,0.985587368880338,NA
rice_chrom,beagle unphased (shuffle),0.2,0.2,0.963222757912259,0.7518720864161,0.984421601285555,NA
rice_chrom,beagle unphased (shuffle),0.4,0.01,0.965389003946215,0.780419764958904,0.984742849644717,NA
rice_chrom,beagle unphased (shuffle),0.4,0.05,0.963588762159174,0.7678895624265,0.984437007925088,NA
rice_chrom,beagle unphased (shuffle),0.4,0.1,0.961806730204631,0.753954564429022,0.983786490616717,NA
rice_chrom,beagle unphased (shuffle),0.4,0.2,0.95739567329533,0.713505293930279,0.983363744896808,NA
rice_chrom,beagle unphased (shuffle),0.7,0.01,0.951576521815818,0.699698325623321,0.981496399153734,NA
rice_chrom,beagle unphased (shuffle),0.7,0.05,0.949516465644919,0.682163393096073,0.981416801255443,NA
rice_chrom,beagle unphased (shuffle),0.7,0.1,0.947255829761741,0.65980778131523,0.981338870558956,NA
rice_chrom,beagle unphased (shuffle),0.7,0.2,0.941852709962,0.607734219269337,0.981480990286971,NA
rice_chrom,kNNI,0.1,0.01,0.986887062169054,0.911516306791819,0.99471009468519,NA
rice_chrom,kNNI,0.1,0.05,0.985724870620202,0.901489140801085,0.994533212175883,NA
rice_chrom,kNNI,0.1,0.1,0.985703659144849,0.902455484926713,0.994338107741748,NA
rice_chrom,kNNI,0.1,0.2,0.983348204186446,0.886185954016081,0.993553360490166,NA
rice_chrom,kNNI,0.2,0.01,0.988778391584039,0.925770124987857,0.994719556102286,NA
rice_chrom,kNNI,0.2,0.05,0.987829906336899,0.919062309801398,0.994438173272587,NA
rice_chrom,kNNI,0.2,0.1,0.986712835860726,0.911142883547332,0.994064467897986,NA
rice_chrom,kNNI,0.2,0.2,0.983045474682748,0.889736944659343,0.991909437911933,NA
rice_chrom,kNNI,0.4,0.01,0.986924242597047,0.923913966796997,0.993227041346323,NA
rice_chrom,kNNI,0.4,0.05,0.985254511437274,0.915571107443194,0.992263109297096,NA
rice_chrom,kNNI,0.4,0.1,0.982757002634136,0.90057237244057,0.990971462807284,NA
rice_chrom,kNNI,0.4,0.2,0.97728634655995,0.872983099579282,0.987788246447505,NA
rice_chrom,kNNI,0.7,0.01,0.974136494867849,0.873182337302447,0.985540062355504,NA
rice_chrom,kNNI,0.7,0.05,0.971496664575575,0.862229370080205,0.983982138618779,NA
rice_chrom,kNNI,0.7,0.1,0.9685822233623,0.851451012395769,0.981733352244589,NA
rice_chrom,kNNI,0.7,0.2,0.961278862260905,0.811405518668729,0.978348071348745,NA
rice_chrom,MNI,0.1,0.01,0.903383895662595,0.00228230884311891,0.99940639797006,NA
rice_chrom,MNI,0.1,0.05,0.904382106305681,0.00391493474363432,0.99921372218327,NA
rice_chrom,MNI,0.1,0.1,0.909615524084557,0.0660659176813952,0.999113775485696,NA
rice_chrom,MNI,0.1,0.2,0.904585498452288,0.0111552619623964,0.998408679595343,NA
rice_chrom,MNI,0.2,0.01,0.907536684676702,0.000487222259997396,0.999777482328887,NA
rice_chrom,MNI,0.2,0.05,0.906951228759718,0.00438974986157494,0.99920076876588,NA
rice_chrom,MNI,0.2,0.1,0.907943693397392,0.0187806315047748,0.998898890712,NA
rice_chrom,MNI,0.2,0.2,0.908043708572258,0.00955387356956918,0.998649334208658,NA
rice_chrom,MNI,0.4,0.01,0.901936989279814,0.00192592550748361,0.999389819209488,NA
rice_chrom,MNI,0.4,0.05,0.902810357790769,0.00339523244667446,0.999347622335373,NA
rice_chrom,MNI,0.4,0.1,0.902618974411084,0.00600265713602934,0.999007592114927,NA
rice_chrom,MNI,0.4,0.2,0.90342916443416,0.0115381616805491,0.998317758881617,NA
rice_chrom,MNI,0.7,0.01,0.891582455732037,0.00226350977985781,0.999104730342702,NA
rice_chrom,MNI,0.7,0.05,0.892301203708939,0.00645293745431963,0.998441282366442,NA
rice_chrom,MNI,0.7,0.1,0.891666051602521,0.00820589244108333,0.99843056134802,NA
rice_chrom,MNI,0.7,0.2,0.892178066083771,0.0129015022748989,0.997740201419798,NA
rice_chrom,RFI_pvariables,0.1,0.01,0.989549284581627,0.923065760135399,0.996482536570461,NA
rice_chrom,RFI_pvariables,0.1,0.05,0.988400255266211,0.914349546234355,0.995977015448086,NA
rice_chrom,RFI_pvariables,0.1,0.1,0.987252697356988,0.902932062401782,0.995838630002962,NA
rice_chrom,RFI_pvariables,0.1,0.2,0.984927799153115,0.885327641403959,0.995126766054464,NA
rice_chrom,RFI_pvariables,0.2,0.01,0.990107167076643,0.923925161796114,0.996636417949007,NA
rice_chrom,RFI_pvariables,0.2,0.05,0.989374093056202,0.917412822092116,0.996397664181013,NA
rice_chrom,RFI_pvariables,0.2,0.1,0.98842431191728,0.910853147054595,0.996081562319075,NA
rice_chrom,RFI_pvariables,0.2,0.2,0.986956687602111,0.899728323512543,0.995525507852818,NA
rice_chrom,RFI_pvariables,0.4,0.01,0.990080127259144,0.929262985160037,0.996307236608022,NA
rice_chrom,RFI_pvariables,0.4,0.05,0.989316098965773,0.923260040381809,0.996180794676105,NA
rice_chrom,RFI_pvariables,0.4,0.1,0.988683744968168,0.919131251119146,0.99595840797413,NA
rice_chrom,RFI_pvariables,0.4,0.2,0.987233766200173,0.908537371447781,0.995481295724755,NA
rice_chrom,RFI_pvariables,0.7,0.01,0.988537702356284,0.929863093963863,0.995380858963988,NA
rice_chrom,RFI_pvariables,0.7,0.05,0.987780897187839,0.924301238282716,0.995297611452453,NA
rice_chrom,RFI_pvariables,0.7,0.1,0.987308988830626,0.92026494314722,0.99518410443894,NA
rice_chrom,RFI_pvariables,0.7,0.2,0.985514416735521,0.909836445618132,0.994457458785255,NA
rice_chrom,SVD,0.1,0.01,0.978566691073938,0.856825189781468,0.990993911517175,NA
rice_chrom,SVD,0.1,0.05,0.978698041815719,0.859084272610767,0.991352119620339,NA
rice_chrom,SVD,0.1,0.1,0.978405425939465,0.855890118981049,0.991277460502482,NA
rice_chrom,SVD,0.1,0.2,0.978065574198575,0.855723862142472,0.99091795526625,NA
rice_chrom,SVD,0.2,0.01,0.979366495318069,0.852701603804524,0.992188222348527,NA
rice_chrom,SVD,0.2,0.05,0.978866504717887,0.853284901620169,0.991400640357412,NA
rice_chrom,SVD,0.2,0.1,0.979097322966682,0.853879469451408,0.991604905001839,NA
rice_chrom,SVD,0.2,0.2,0.978708929145799,0.852074348623656,0.991383204665843,NA
rice_chrom,SVD,0.4,0.01,0.978127539265422,0.85287724059595,0.991301153771507,NA
rice_chrom,SVD,0.4,0.05,0.978526951910573,0.855738664688465,0.991578877700466,NA
rice_chrom,SVD,0.4,0.1,0.978583312602556,0.857289418155625,0.991357120022837,NA
rice_chrom,SVD,0.4,0.2,0.978021404073445,0.854354410359544,0.991065263569431,NA
rice_chrom,SVD,0.7,0.01,0.976889362016487,0.85957418701612,0.990710233772491,NA
rice_chrom,SVD,0.7,0.05,0.977139864050402,0.864667212063067,0.990449487292387,NA
rice_chrom,SVD,0.7,0.1,0.976698782211141,0.860708534168451,0.990311239734139,NA
rice_chrom,SVD,0.7,0.2,0.97599459592941,0.85795066030336,0.989875500380815,NA
rice_chrom,fillin,0.1,0.01,0.850624763451951,0.627236099691351,0.880434942310025,NA
rice_chrom,fillin,0.1,0.05,0.843634289129944,0.611064314293234,0.87598615676833,NA
rice_chrom,fillin,0.1,0.1,0.840933227242941,0.605763778005179,0.873360676450174,NA
rice_chrom,fillin,0.1,0.2,0.837251173855992,0.592516963895183,0.870951637712539,NA
rice_chrom,fillin,0.2,0.01,0.868865767106511,0.639958646925433,0.899167171737685,NA
rice_chrom,fillin,0.2,0.05,0.867323095376733,0.635049173060587,0.898403898703283,NA
rice_chrom,fillin,0.2,0.1,0.863865747829067,0.623452499409298,0.896089417645165,NA
rice_chrom,fillin,0.2,0.2,0.860923635500143,0.619887390951381,0.893195276200848,NA
rice_chrom,fillin,0.4,0.01,0.883184761464184,0.649030274080838,0.91502645410428,NA
rice_chrom,fillin,0.4,0.05,0.882315245739951,0.644712997800103,0.914536595491109,NA
rice_chrom,fillin,0.4,0.1,0.881347729938272,0.641311798907251,0.913927376339199,NA
