"dataset","timestamp","allowed_miss","injected_miss","algorithm","imputable_data_cnt","correct_imputation_cnt","correct_imputation_ratio","injected_het_cnt","injected_het_hits","injected_min_homo_cnt","injected_min_homo_hits","injected_maj_homo_cnt","injected_maj_homo_hits","injected_min_all_cnt","injected_min_all_hits","injected_maj_all_cnt","injected_maj_all_hits","runtime_user_self","runtime_system_self","runtime_elapsed","runtime_user_child","runtime_system_child"
"lodi_chrom_3",2016-01-15 13:26:40,"0.4","0.2","beagle unphased (shuffle)",16763,11197,0.667959195847999,5419,10,148,3,11196,11184,5715,63,27811,27742,0.00100000000000033,0.002,17.091,20.838,1.026
"lodi_chrom_3",2016-01-15 13:19:03,"0.7","0.01","beagle unphased",1127,808,0.716947648624667,342,44,14,0,771,764,370,48,1884,1872,0,0.002,27.694,27.746,1.634
"lodi_chrom_3",2016-01-15 13:22:22,"0.7","0.01","beagle unphased (shuffle)",1062,732,0.689265536723164,317,0,12,0,733,732,341,0,1783,1782,0,0.002,29.304,27.958,1.634
"lodi_chrom_3",2016-01-15 13:26:41,"0.7","0.01","beagle unphased (shuffle)",1057,737,0.697256385998108,305,1,12,0,740,736,329,6,1785,1774,0,0.003,25.944,28.737,1.327
"lodi_chrom_3",2016-01-15 13:19:03,"0.7","0.05","beagle unphased",5415,3822,0.705817174515236,1693,190,51,1,3671,3631,1795,213,9035,8968,0,0.003,30.109,29.364,1.771
"lodi_chrom_3",2016-01-15 13:22:22,"0.7","0.05","beagle unphased (shuffle)",5526,3720,0.673181324647123,1732,0,72,0,3722,3720,1876,0,9176,9172,0,0.003,30.59,29.409,1.526
"lodi_chrom_3",2016-01-15 13:26:41,"0.7","0.05","beagle unphased (shuffle)",5484,3681,0.671225382932166,1732,2,73,0,3679,3679,1878,7,9090,9085,0.00100000000000033,0.002,24.672,27.547,1.211
"lodi_chrom_3",2016-01-15 13:19:04,"0.7","0.1","beagle unphased",11054,7678,0.694590193595079,3516,299,113,1,7425,7378,3742,345,18366,18276,0,0.002,29.151,29.549,1.512
"lodi_chrom_3",2016-01-15 13:22:22,"0.7","0.1","beagle unphased (shuffle)",11153,7586,0.680175737469739,3440,9,131,4,7582,7573,3702,56,18604,18550,0,0.003,29.52,27.134,1.578
"lodi_chrom_3",2016-01-15 13:26:41,"0.7","0.1","beagle unphased (shuffle)",10961,7529,0.686889882310008,3312,13,128,0,7521,7516,3568,25,18354,18334,0,0.002,24.689,27.362,1.313
"lodi_chrom_3",2016-01-15 13:19:04,"0.7","0.2","beagle unphased",21848,15085,0.690452215305749,6726,266,264,4,14858,14815,7254,377,36442,36283,0.00100000000000033,0.002,29.34,30.934,1.853
"lodi_chrom_3",2016-01-15 13:22:22,"0.7","0.2","beagle unphased (shuffle)",21888,14904,0.680921052631579,6742,0,230,7,14916,14897,7202,147,36574,36403,0,0.00199999999999999,29.161,26.812,1.806
"lodi_chrom_3",2016-01-15 13:26:41,"0.7","0.2","beagle unphased (shuffle)",21813,14794,0.678219410443314,6741,0,270,4,14802,14790,7281,41,36345,36288,0,0.002,25.867,28.712,1.367
"lodi_chrom_4",2016-01-15 13:19:02,"0.1","0.01","beagle unphased",485,344,0.709278350515464,157,19,3,1,325,324,163,25,807,802,0.00099999999999989,0.002,16.208,15.106,0.632
"lodi_chrom_4",2016-01-15 13:22:21,"0.1","0.01","beagle unphased (shuffle)",531,356,0.670433145009416,169,0,4,0,358,356,177,3,885,878,0,0.002,16.844,13.776,0.632
"lodi_chrom_4",2016-01-15 13:26:40,"0.1","0.01","beagle unphased (shuffle)",504,318,0.630952380952381,184,0,2,0,318,318,188,1,820,819,0.00099999999999989,0.00199999999999997,12.124,14.717,0.693
"lodi_chrom_4",2016-01-15 13:19:02,"0.1","0.05","beagle unphased",2623,1842,0.70224933282501,892,130,6,0,1725,1712,904,152,4342,4308,0.00099999999999989,0.002,15.706,13.636,0.664
"lodi_chrom_4",2016-01-15 13:22:21,"0.1","0.05","beagle unphased (shuffle)",2548,1666,0.653846153846154,869,6,15,0,1664,1660,899,28,4197,4168,0,0.002,19.908,14.965,0.854
"lodi_chrom_4",2016-01-15 13:26:40,"0.1","0.05","beagle unphased (shuffle)",2587,1656,0.640123695400077,919,6,16,1,1652,1649,951,24,4223,4201,0,0.002,13.533,15.827,0.738
"lodi_chrom_4",2016-01-15 13:19:02,"0.1","0.1","beagle unphased",5153,3540,0.68697845915001,1744,205,37,4,3372,3331,1818,253,8488,8403,0,0.003,18.615,17.47,0.86
"lodi_chrom_4",2016-01-15 13:22:21,"0.1","0.1","beagle unphased (shuffle)",5242,3384,0.645555131629149,1835,15,33,0,3374,3369,1901,44,8583,8545,0.00100000000000033,0.002,18.33,13.147,0.647
"lodi_chrom_4",2016-01-15 13:26:40,"0.1","0.1","beagle unphased (shuffle)",5241,3434,0.65521846975768,1795,33,33,1,3413,3400,1861,69,8621,8570,0.00099999999999989,0.003,13.579,16.052,0.717
"lodi_chrom_4",2016-01-15 13:19:02,"0.1","0.2","beagle unphased",10574,7064,0.668053716663514,3653,216,56,7,6865,6841,3765,366,17383,17209,0,0.002,16.377,14.387,0.632
"lodi_chrom_4",2016-01-15 13:22:21,"0.1","0.2","beagle unphased (shuffle)",10511,6834,0.650176006088859,3632,22,60,1,6819,6811,3752,77,17270,17201,0,0.002,17.067,13.117,0.598
"lodi_chrom_4",2016-01-15 13:26:40,"0.1","0.2","beagle unphased (shuffle)",10399,6753,0.649389364361958,3589,14,67,2,6743,6737,3723,44,17075,17041,0.00099999999999989,0.003,11.895,14.409,0.548
"lodi_chrom_4",2016-01-15 13:19:03,"0.2","0.01","beagle unphased",681,462,0.6784140969163,233,27,6,0,442,435,245,29,1117,1109,0,0.00700000000000001,20.406,19.936,1.116
"lodi_chrom_4",2016-01-15 13:22:21,"0.2","0.01","beagle unphased (shuffle)",690,450,0.652173913043478,233,0,7,0,450,450,247,5,1133,1128,0.00099999999999989,0.002,20.283,15.467,1.03
"lodi_chrom_4",2016-01-15 13:26:41,"0.2","0.01","beagle unphased (shuffle)",671,440,0.655737704918033,230,3,3,0,438,437,236,6,1106,1101,0.00099999999999989,0.00199999999999999,13.242,17.199,0.765
"lodi_chrom_4",2016-01-15 13:19:03,"0.2","0.05","beagle unphased",3470,2415,0.695965417867435,1168,165,28,1,2274,2249,1224,177,5716,5678,0,0.002,19.027,18.564,1.013
"lodi_chrom_4",2016-01-15 13:22:21,"0.2","0.05","beagle unphased (shuffle)",3316,2178,0.656815440289505,1110,7,31,1,2175,2170,1172,38,5460,5421,0,0.002,21.328,17.763,1.117
"lodi_chrom_4",2016-01-15 13:26:41,"0.2","0.05","beagle unphased (shuffle)",3539,2342,0.661768861260243,1177,5,21,0,2341,2337,1219,23,5859,5835,0.00099999999999989,0.002,14.884,18.063,0.98
"lodi_chrom_4",2016-01-15 13:19:03,"0.2","0.1","beagle unphased",6704,4658,0.69480906921241,2211,255,47,1,4446,4402,2305,307,11103,11005,0,0.002,20.252,19.012,1.248
"lodi_chrom_4",2016-01-15 13:22:22,"0.2","0.1","beagle unphased (shuffle)",6736,4474,0.664192399049881,2223,21,54,1,4459,4452,2331,34,11141,11116,0,0.00199999999999997,20.967,16.931,1.02
"lodi_chrom_4",2016-01-15 13:26:41,"0.2","0.1","beagle unphased (shuffle)",6947,4457,0.641571901540233,2433,0,52,1,4462,4456,2537,35,11357,11312,0,0.004,13.593,15.993,1.133
"lodi_chrom_4",2016-01-15 13:19:03,"0.2","0.2","beagle unphased",13552,9094,0.671044864226682,4648,344,101,2,8803,8748,4850,438,22254,22101,0,0.002,19.106,19.275,1.204
"lodi_chrom_4",2016-01-15 13:22:22,"0.2","0.2","beagle unphased (shuffle)",13567,8906,0.656445787572787,4574,0,81,4,8912,8902,4736,104,22398,22282,0,0.002,21.02,17.073,0.985
"lodi_chrom_4",2016-01-15 13:26:41,"0.2","0.2","beagle unphased (shuffle)",13569,8881,0.654506595917164,4600,12,89,3,8880,8866,4778,90,22360,22263,0,0.002,14.054,17.24,0.907
"lodi_chrom_4",2016-01-15 13:19:03,"0.4","0.01","beagle unphased",1007,714,0.709036742800397,329,52,7,0,671,662,343,60,1671,1655,0,0.003,25.995,24.302,1.047
"lodi_chrom_4",2016-01-15 13:22:22,"0.4","0.01","beagle unphased (shuffle)",958,638,0.665970772442589,316,2,5,0,637,636,326,7,1590,1583,0.00099999999999989,0.002,25.921,22.508,1.06
"lodi_chrom_4",2016-01-15 13:26:41,"0.4","0.01","beagle unphased (shuffle)",941,618,0.656748140276302,314,1,9,0,618,617,332,4,1550,1545,0.00099999999999989,0.001,18.805,21.633,0.879
"lodi_chrom_4",2016-01-15 13:19:03,"0.4","0.05","beagle unphased",4842,3396,0.701363073110285,1571,202,53,2,3218,3192,1677,231,8007,7951,0.00099999999999989,0.001,25.327,24.094,1.021
"lodi_chrom_4",2016-01-15 13:22:22,"0.4","0.05","beagle unphased (shuffle)",4808,3180,0.661397670549085,1599,6,34,0,3175,3174,1667,11,7949,7943,0.00099999999999989,0.00199999999999999,25.574,21.604,0.944
"lodi_chrom_4",2016-01-15 13:26:41,"0.4","0.05","beagle unphased (shuffle)",4697,3103,0.660634447519693,1557,2,36,1,3104,3100,1629,33,7765,7728,0,0.003,19.381,21.565,0.935
"lodi_chrom_4",2016-01-15 13:19:03,"0.4","0.1","beagle unphased",9674,6732,0.695885879677486,3170,355,84,3,6420,6374,3338,430,16010,15886,0.00099999999999989,0.002,23.509,23.306,0.937
"lodi_chrom_4",2016-01-15 13:22:22,"0.4","0.1","beagle unphased (shuffle)",9584,6310,0.65838898163606,3199,9,77,2,6308,6299,3353,57,15815,15754,0,0.003,24.106,20.836,0.932
"lodi_chrom_4",2016-01-15 13:26:41,"0.4","0.1","beagle unphased (shuffle)",9634,6361,0.660265725555325,3182,13,95,0,6357,6348,3372,37,15896,15857,0,0.002,20.344,22.895,0.948
"lodi_chrom_4",2016-01-15 13:19:03,"0.4","0.2","beagle unphased",19272,13026,0.675902864259029,6447,424,181,10,12644,12592,6809,560,31735,31551,0.00099999999999989,0.002,21.889,24.718,0.885
"lodi_chrom_4",2016-01-15 13:22:22,"0.4","0.2","beagle unphased (shuffle)",19175,12520,0.652933507170795,6462,0,171,16,12542,12504,6804,223,31546,31279,0.00099999999999989,0.002,17.928,20.722,0.902
"lodi_chrom_4",2016-01-15 13:26:41,"0.4","0.2","beagle unphased (shuffle)",19346,12793,0.66127364829939,6385,26,176,9,12785,12758,6737,201,31955,31744,0.00099999999999989,0.003,19.775,21.785,0.812
"lodi_chrom_4",2016-01-15 13:19:04,"0.7","0.01","beagle unphased",1272,907,0.713050314465409,382,40,16,0,874,867,414,43,2130,2119,0.00099999999999989,0.002,30.797,33.92,1.216
"lodi_chrom_4",2016-01-15 13:22:22,"0.7","0.01","beagle unphased (shuffle)",1220,832,0.681967213114754,374,1,15,0,831,831,404,4,2036,2033,0,0.002,25.865,29.232,1.219
"lodi_chrom_4",2016-01-15 13:26:42,"0.7","0.01","beagle unphased (shuffle)",1281,861,0.672131147540984,406,0,14,0,861,861,434,2,2128,2126,0.00100000000000033,0.002,28.277,30.353,1.331
"lodi_chrom_4",2016-01-15 13:19:04,"0.7","0.05","beagle unphased",6112,4289,0.701734293193717,1925,196,68,0,4119,4093,2061,220,10163,10112,0,0.003,27.918,30.285,1.142
"lodi_chrom_4",2016-01-15 13:22:23,"0.7","0.05","beagle unphased (shuffle)",6107,4143,0.678401833961028,1887,4,74,0,4146,4139,2035,22,10179,10147,0.000999999999999446,0.003,26.06,29.143,1.137
"lodi_chrom_4",2016-01-15 13:26:42,"0.7","0.05","beagle unphased (shuffle)",6144,4183,0.680826822916667,1886,9,80,1,4178,4173,2046,42,10242,10202,0.00100000000000033,0.002,27.455,29.914,1.226
"lodi_chrom_4",2016-01-15 13:19:04,"0.7","0.1","beagle unphased",12361,8676,0.701884960763692,3816,301,135,2,8410,8373,4086,335,20636,20567,0.00099999999999989,0.003,27.49,30.884,1.15
"lodi_chrom_4",2016-01-15 13:22:23,"0.7","0.1","beagle unphased (shuffle)",12387,8383,0.676757891337693,3873,9,122,1,8392,8373,4117,64,20657,20569,0.000999999999999446,0.002,27.681,31.059,1.248
"lodi_chrom_4",2016-01-15 13:26:42,"0.7","0.1","beagle unphased (shuffle)",12459,8375,0.672204831848463,3943,0,131,4,8385,8371,4205,77,20713,20616,0.00099999999999989,0.002,27.381,30.064,1.266
"lodi_chrom_4",2016-01-15 13:19:04,"0.7","0.2","beagle unphased",24790,17016,0.686405808793868,7791,310,268,4,16731,16702,8327,395,41253,41143,0,0.002,29.392,32.268,1.266
"lodi_chrom_4",2016-01-15 13:22:23,"0.7","0.2","beagle unphased (shuffle)",24661,16551,0.671140667450631,7839,0,262,10,16560,16541,8363,163,40959,40778,0.00099999999999989,0.002,26.485,29.159,1.113
"lodi_chrom_4",2016-01-15 13:26:42,"0.7","0.2","beagle unphased (shuffle)",24592,16490,0.670543266102798,7830,0,265,10,16497,16480,8360,128,40824,40682,0,0.002,26.506,28.682,1.222
"lodi_chrom_5",2016-01-15 13:19:02,"0.1","0.01","beagle unphased",320,209,0.653125,118,11,1,0,201,198,120,11,520,517,0,0.00199999999999999,8.214,10.896,0.445
"lodi_chrom_5",2016-01-15 13:22:21,"0.1","0.01","beagle unphased (shuffle)",337,229,0.679525222551929,106,0,2,0,229,229,110,0,564,564,0,0.003,7.737,10.296,0.43
"lodi_chrom_5",2016-01-15 13:26:40,"0.1","0.01","beagle unphased (shuffle)",380,253,0.66578947368421,123,0,4,0,253,253,131,0,629,629,0,0.002,7.678,9.794,0.485
"lodi_chrom_5",2016-01-15 13:19:03,"0.1","0.05","beagle unphased",1725,1141,0.661449275362319,604,39,12,1,1109,1101,628,42,2822,2813,0.00099999999999989,0.00199999999999999,8.421,11.086,0.49
"lodi_chrom_5",2016-01-15 13:22:21,"0.1","0.05","beagle unphased (shuffle)",1653,1063,0.643073200241984,582,0,6,0,1065,1063,594,10,2712,2698,0.00100000000000011,0.002,9.943,13.505,0.499
"lodi_chrom_5",2016-01-15 13:26:40,"0.1","0.05","beagle unphased (shuffle)",1707,1099,0.64381956649092,593,0,13,0,1101,1099,619,13,2795,2778,0,0.00199999999999999,8.449,10.876,0.491
"lodi_chrom_5",2016-01-15 13:19:03,"0.1","0.1","beagle unphased",3403,2251,0.661475168968557,1178,56,18,0,2207,2195,1214,87,5592,5543,0,0.002,8.258,11.313,0.449
"lodi_chrom_5",2016-01-15 13:22:21,"0.1","0.1","beagle unphased (shuffle)",3442,2226,0.646717024985474,1191,3,25,1,2226,2222,1241,11,5643,5631,0.00200000000000022,0.001,8.728,11.457,0.469
"lodi_chrom_5",2016-01-15 13:26:40,"0.1","0.1","beagle unphased (shuffle)",3391,2210,0.651725154821587,1167,0,14,0,2210,2210,1195,0,5587,5587,0.00099999999999989,0.002,7.919,10.424,0.466
"lodi_chrom_5",2016-01-15 13:19:03,"0.1","0.2","beagle unphased",6825,4394,0.643809523809524,2425,40,35,3,4365,4351,2495,78,11155,11098,0.00099999999999989,0.002,8.248,11.611,0.457
"lodi_chrom_5",2016-01-15 13:22:21,"0.1","0.2","beagle unphased (shuffle)",6869,4455,0.648566021254913,2357,0,48,3,4464,4452,2453,74,11285,11193,0,0.002,7.951,10.947,0.401
"lodi_chrom_5",2016-01-15 13:26:41,"0.1","0.2","beagle unphased (shuffle)",6875,4449,0.647127272727273,2385,0,35,1,4455,4448,2455,39,11295,11244,0.00099999999999989,0.003,7.576,9.816,0.465
"lodi_chrom_5",2016-01-15 13:19:03,"0.2","0.01","beagle unphased",466,325,0.697424892703863,146,13,4,0,316,312,154,13,778,774,0.00099999999999989,0.002,10.252,12.783,0.615
"lodi_chrom_5",2016-01-15 13:22:21,"0.2","0.01","beagle unphased (shuffle)",492,327,0.664634146341463,162,1,3,0,327,326,168,2,816,813,0,0.002,10.811,14.442,0.645
"lodi_chrom_5",2016-01-15 13:26:41,"0.2","0.01","beagle unphased (shuffle)",448,290,0.647321428571429,152,0,6,0,290,290,164,0,732,732,0.00099999999999989,0.003,12.244,14.851,0.694
"lodi_chrom_5",2016-01-15 13:19:03,"0.2","0.05","beagle unphased",2334,1516,0.649528706083976,834,45,23,0,1477,1471,880,47,3788,3781,0.00099999999999989,0.002,11.629,14.586,0.611
"lodi_chrom_5",2016-01-15 13:22:21,"0.2","0.05","beagle unphased (shuffle)",2317,1526,0.658610271903323,779,3,14,1,1524,1522,807,10,3827,3819,0.00100000000000011,0.001,10.729,14.016,0.552
"lodi_chrom_5",2016-01-15 13:26:41,"0.2","0.05","beagle unphased (shuffle)",2334,1518,0.650385604113111,798,0,15,0,1521,1518,828,7,3840,3827,0,0.002,9.767,11.87,0.507
"lodi_chrom_5",2016-01-15 13:19:04,"0.2","0.1","beagle unphased",4641,3072,0.661926308985132,1616,85,32,1,2993,2986,1680,102,7602,7578,0,0.005,10.154,13.206,0.639
"lodi_chrom_5",2016-01-15 13:22:21,"0.2","0.1","beagle unphased (shuffle)",4665,2987,0.640300107181136,1645,2,29,0,2991,2985,1703,37,7627,7580,0.00100000000000033,0.002,10.596,13.755,0.587
"lodi_chrom_5",2016-01-15 13:26:41,"0.2","0.1","beagle unphased (shuffle)",4517,2835,0.627628957272526,1635,0,43,0,2839,2835,1721,27,7313,7278,0.00099999999999989,0.002,12.155,14.467,0.815
"lodi_chrom_5",2016-01-15 13:19:04,"0.2","0.2","beagle unphased",9346,6010,0.643055852771239,3369,107,68,2,5909,5901,3505,128,15187,15159,0,0.002,11.636,14.985,0.696
"lodi_chrom_5",2016-01-15 13:22:22,"0.2","0.2","beagle unphased (shuffle)",9127,5735,0.62835542894708,3297,0,83,2,5747,5733,3463,104,14791,14663,0,0.003,10.241,13.899,0.592
"lodi_chrom_5",2016-01-15 13:26:41,"0.2","0.2","beagle unphased (shuffle)",9133,5790,0.633964743238804,3250,0,80,6,5803,5784,3410,98,14856,14732,0,0.001,10.067,12.488,0.679
"lodi_chrom_5",2016-01-15 13:19:05,"0.4","0.01","beagle unphased",680,441,0.648529411764706,236,12,11,0,433,429,258,14,1102,1094,0,0.002,15.92,19.522,0.897
"lodi_chrom_5",2016-01-15 13:22:22,"0.4","0.01","beagle unphased (shuffle)",699,444,0.63519313304721,249,0,6,0,444,444,261,2,1137,1135,0,0.002,14.529,18.474,0.786
"lodi_chrom_5",2016-01-15 13:26:41,"0.4","0.01","beagle unphased (shuffle)",693,440,0.634920634920635,249,3,7,0,437,437,263,4,1123,1122,0,0.00199999999999999,14.06,16.643,0.812
"lodi_chrom_5",2016-01-15 13:19:04,"0.4","0.05","beagle unphased",3419,2312,0.676221117285756,1118,68,43,0,2258,2244,1204,89,5634,5595,0.00100000000000033,0.002,15.705,18.095,0.697
"lodi_chrom_5",2016-01-15 13:22:22,"0.4","0.05","beagle unphased (shuffle)",3355,2190,0.652757078986587,1113,0,45,3,2197,2187,1203,20,5507,5473,0.00099999999999989,0.003,13.834,17.814,0.818
"lodi_chrom_5",2016-01-15 13:26:43,"0.4","0.05","beagle unphased (shuffle)",3465,2244,0.647619047619048,1171,6,53,1,2241,2237,1277,22,5653,5632,0.00099999999999989,0.002,14.73,17.007,0.835
"lodi_chrom_5",2016-01-15 13:19:04,"0.4","0.1","beagle unphased",6972,4608,0.660929432013769,2376,121,84,5,4512,4482,2544,181,11400,11305,0.00099999999999989,0.002,15.595,19.105,0.796
"lodi_chrom_5",2016-01-15 13:22:22,"0.4","0.1","beagle unphased (shuffle)",6779,4443,0.655406402124207,2236,4,97,0,4446,4439,2430,39,11128,11079,0,0.002,15.557,18.495,0.821
"lodi_chrom_5",2016-01-15 13:26:43,"0.4","0.1","beagle unphased (shuffle)",6904,4407,0.63832560834299,2417,3,80,0,4407,4404,2577,43,11231,11185,0.00099999999999989,0.002,14.577,17.602,0.852
"lodi_chrom_5",2016-01-15 13:19:05,"0.4","0.2","beagle unphased",13583,8864,0.65258043142163,4605,81,173,10,8805,8773,4951,183,22215,22076,0,0.002,15.462,18.373,0.69
"lodi_chrom_5",2016-01-15 13:22:22,"0.4","0.2","beagle unphased (shuffle)",13604,8661,0.63665098500441,4733,0,203,7,8668,8654,5139,85,22069,21970,0.00099999999999989,0.002,14.531,17.389,0.836
"lodi_chrom_5",2016-01-15 13:26:43,"0.4","0.2","beagle unphased (shuffle)",13568,8783,0.64733195754717,4591,0,184,0,8793,8783,4959,79,22177,22078,0,0.002,14.148,16.569,0.918
"lodi_chrom_5",2016-01-15 13:19:05,"0.7","0.01","beagle unphased",863,588,0.681344148319815,260,8,18,0,585,580,296,12,1430,1419,0,0.002,22.225,26.394,1.197
"lodi_chrom_5",2016-01-15 13:22:22,"0.7","0.01","beagle unphased (shuffle)",878,571,0.650341685649203,292,0,13,0,573,571,318,4,1438,1430,0.00100000000000033,0.00199999999999997,21.024,23.77,0.797
"lodi_chrom_5",2016-01-15 13:26:43,"0.7","0.01","beagle unphased (shuffle)",907,599,0.660418963616318,294,1,12,0,601,598,318,4,1496,1489,0.00100000000000033,0.002,18.591,20.879,0.837
"lodi_chrom_5",2016-01-15 13:19:05,"0.7","0.05","beagle unphased",4396,2977,0.677206551410373,1419,66,49,0,2928,2911,1517,100,7275,7222,0.00099999999999989,0.002,20.666,24.279,0.965
"lodi_chrom_5",2016-01-15 13:22:23,"0.7","0.05","beagle unphased (shuffle)",4396,2914,0.66287534121929,1418,0,58,1,2920,2913,1534,19,7258,7227,0,0.002,20.513,23.269,0.811
"lodi_chrom_5",2016-01-15 13:26:43,"0.7","0.05","beagle unphased (shuffle)",4316,2832,0.656163113994439,1416,3,66,0,2834,2829,1548,21,7084,7058,0,0.002,18.595,20.434,0.805
"lodi_chrom_5",2016-01-15 13:19:05,"0.7","0.1","beagle unphased",8833,5878,0.665459073927318,2887,81,129,6,5817,5791,3145,146,14521,14428,0.00099999999999989,0.001,22.168,25.101,1.055
"lodi_chrom_5",2016-01-15 13:22:22,"0.7","0.1","beagle unphased (shuffle)",8703,5627,0.646558657934046,2925,0,147,1,5631,5626,3219,39,14187,14140,0,0.002,19.203,21.508,0.788
"lodi_chrom_5",2016-01-15 13:26:43,"0.7","0.1","beagle unphased (shuffle)",8788,5821,0.662380518889395,2852,1,105,4,5831,5816,3062,71,14514,14424,0.00099999999999989,0.002,19.858,22.056,0.857
"lodi_chrom_5",2016-01-15 13:19:05,"0.7","0.2","beagle unphased",17475,11558,0.66140200286123,5691,55,263,4,11521,11499,6217,174,28733,28591,0.00099999999999989,0.001,20.484,23.076,0.787
"lodi_chrom_5",2016-01-15 13:22:23,"0.7","0.2","beagle unphased (shuffle)",17639,11641,0.659958047508362,5718,12,273,8,11648,11621,6264,158,29014,28831,0.00099999999999989,0.002,20.876,23.564,0.802
"lodi_chrom_5",2016-01-15 13:26:43,"0.7","0.2","beagle unphased (shuffle)",17536,11577,0.660184762773723,5721,6,231,17,11584,11554,6183,198,28889,28671,0.00100000000000033,0.002,20.237,22.685,0.92
"lodi_chrom_6",2016-01-15 13:19:04,"0.1","0.01","beagle unphased",110,81,0.736363636363636,29,0,0,0,81,81,29,1,191,190,0,0.002,4.222,7.287,0.285
"lodi_chrom_6",2016-01-15 13:22:21,"0.1","0.01","beagle unphased (shuffle)",106,73,0.688679245283019,31,0,1,0,74,73,33,2,179,175,0.00100000000000011,0.001,3.835,6.161,0.253
"lodi_chrom_6",2016-01-15 13:26:42,"0.1","0.01","beagle unphased (shuffle)",128,73,0.5703125,55,0,0,0,73,73,55,2,201,199,0.00100000000000011,0.002,4.353,5.617,0.285
"lodi_chrom_6",2016-01-15 13:19:04,"0.1","0.05","beagle unphased",594,376,0.632996632996633,213,0,5,0,376,376,223,0,965,965,0,0.00199999999999999,4.306,6.447,0.255
"lodi_chrom_6",2016-01-15 13:22:21,"0.1","0.05","beagle unphased (shuffle)",569,349,0.613356766256591,215,0,5,0,349,349,225,0,913,913,0,0.00199999999999999,4.646,6.992,0.305
"lodi_chrom_6",2016-01-15 13:26:42,"0.1","0.05","beagle unphased (shuffle)",554,341,0.615523465703971,207,0,6,0,341,341,219,9,889,880,0,0.003,4.389,5.563,0.312
"lodi_chrom_6",2016-01-15 13:19:04,"0.1","0.1","beagle unphased",1093,678,0.620311070448307,406,0,9,0,678,678,424,0,1762,1762,0,0.002,4.429,6.903,0.295
"lodi_chrom_6",2016-01-15 13:22:21,"0.1","0.1","beagle unphased (shuffle)",1115,692,0.620627802690583,416,0,7,1,692,691,430,10,1800,1790,0,0.002,3.996,6.28,0.288
"lodi_chrom_6",2016-01-15 13:26:42,"0.1","0.1","beagle unphased (shuffle)",1132,701,0.619257950530035,418,1,14,0,700,700,446,1,1818,1818,0,0.00199999999999997,4.701,5.993,0.34
"lodi_chrom_6",2016-01-15 13:19:04,"0.1","0.2","beagle unphased",2239,1427,0.637338097364895,793,0,19,0,1427,1427,831,0,3647,3647,0.00100000000000011,0.002,4.151,6.882,0.26
